Wall time,Step,Value
1613067507.613935,0,-1.4375969840330072e-05
1613067507.664464,1,-9.454116479901131e-06
1613067507.716509,2,1.5481962691410445e-05
1613067507.768431,3,3.39722064381931e-05
1613067507.820484,4,1.672442158451304e-05
1613067507.872073,5,-8.802683441899717e-05
1613067507.92485,6,3.4305237932130694e-05
1613067507.976383,7,-1.4568008737114724e-05
1613067508.028578,8,-0.00012938427971675992
1613067508.08598,9,1.4679627383884508e-05
1613067508.139751,10,-7.476252358173952e-05
1613067508.192761,11,5.349072671378963e-05
1613067508.24565,12,4.6898981963749975e-05
1613067508.298888,13,6.43448147457093e-05
1613067508.354669,14,0.00015219644410535693
1613067508.407385,15,1.6021971532609314e-05
1613067508.460233,16,-1.1619776159932371e-05
1613067508.51297,17,-8.47504852572456e-05
1613067508.566473,18,-0.00017653666145633906
1613067508.617213,19,4.4755775888916105e-05
1613067508.668515,20,0.00014261770411394536
1613067508.720232,21,8.11314457678236e-05
1613067508.772568,22,-7.298884156625718e-05
1613067508.824416,23,-2.1668132831109688e-05
1613067508.875814,24,-0.00014846942212898284
1613067508.927587,25,-0.00012494144903030246
1613067508.979137,26,-0.00010255855158902705
1613067509.031579,27,-0.00010717950499383733
1613067509.083916,28,8.21502908365801e-05
1613067509.135419,29,4.46901103714481e-05
1613067509.188724,30,9.336657967651263e-05
1613067509.240581,31,0.0001542567042633891
1613067509.292369,32,8.284566138172522e-05
1613067509.34486,33,2.034901626757346e-05
1613067509.396464,34,0.00010229227336822078
1613067509.448008,35,3.763777203857899e-05
1613067509.502925,36,6.80783559801057e-05
1613067509.55729,37,2.4210326955653727e-05
1613067509.609475,38,2.4547269276808947e-05
1613067509.66162,39,-4.833980347029865e-05
1613067509.714054,40,-4.016569801024161e-05
1613067509.773595,41,-8.169314241968095e-05
1613067509.826586,42,-0.00028307552565820515
1613067509.878959,43,-0.00028566346736624837
1613067509.931197,44,-0.0004554413026198745
1613067509.985113,45,-0.0006625636597163975
1613067510.038769,46,-0.0005807573907077312
1613067510.09281,47,-0.0005309742991812527
1613067510.154425,48,-0.0005429150769487023
1613067510.207622,49,-0.0011845520930364728
1613067510.259622,50,-0.0005745599628426135
1613067510.313377,51,0.0016926195239648223
1613067510.367289,52,0.0008684347849339247
1613067510.420692,53,0.0003991411649622023
1613067510.472932,54,-4.750848893309012e-05
1613067510.525288,55,-4.401204932946712e-05
1613067510.579227,56,0.0003144071961287409
1613067510.632247,57,-0.00048449705354869366
1613067510.68566,58,-0.001039902213960886
1613067510.73804,59,-0.001161416294053197
1613067510.791222,60,-0.0014649247750639915
1613067510.844684,61,-1.0210946129518561e-05
1613067510.897092,62,0.001023526070639491
1613067510.94926,63,0.0007188038434833288
1613067511.002594,64,0.0001930046855704859
1613067511.056797,65,0.0008545570890419185
1613067511.109162,66,0.0007510682917200029
1613067511.161472,67,-0.0001112094905693084
1613067511.214561,68,-0.0003318940580356866
1613067511.269607,69,-0.0002817818894982338
1613067511.325215,70,0.0004184345016255975
1613067511.378433,71,-0.00048324986710213125
1613067511.431056,72,-0.0007970537408255041
1613067511.483062,73,-0.000566163391340524
1613067511.536497,74,6.308827869361266e-05
1613067511.588916,75,-0.0007531163282692432
1613067511.640747,76,0.00122082291636616
1613067511.693685,77,0.0002483885327819735
1613067511.74691,78,-1.822549893404357e-05
1613067511.799024,79,0.0010905509116128087
1613067511.852773,80,0.0005205337074585259
1613067511.905287,81,-0.0002885578142013401
1613067511.959284,82,0.001134654157795012
1613067512.013475,83,0.00031967059476301074
1613067512.072025,84,0.0005884643760509789
1613067512.128415,85,-0.0002722564968280494
1613067512.185657,86,6.707399006700143e-05
1613067512.242361,87,-0.0007733751554042101
1613067512.29833,88,-0.00012376673112157732
1613067512.354677,89,5.804967076983303e-05
1613067512.410054,90,0.0004297381965443492
1613067512.466216,91,0.00016723453882150352
1613067512.523953,92,-0.00036024910514242947
1613067512.579451,93,0.00020021983073092997
1613067512.636373,94,-0.0005487100570462644
1613067512.691431,95,-0.0006301243556663394
1613067512.748542,96,-8.938634709920734e-05
1613067512.80608,97,-0.002104557119309902
1613067512.862145,98,-0.0010738670825958252
1613067512.918481,99,-0.0004519384237937629
