Wall time,Step,Value
1613068035.553384,0,3.426776311243884e-05
1613068035.604299,1,-3.641343573690392e-05
1613068035.656542,2,-0.00025450551765970886
1613068035.708525,3,-0.0003064849879592657
1613068035.76429,4,-0.0006255239131860435
1613068035.823739,5,-0.0008785572717897594
1613068035.887551,6,-0.001611229032278061
1613068035.947378,7,-0.002488854806870222
1613068036.00753,8,-0.002294255420565605
1613068036.071951,9,-0.004483392462134361
1613068036.130877,10,-0.007559728808701038
1613068036.188616,11,-0.01056405808776617
1613068036.247054,12,-0.023360522463917732
1613068036.306376,13,-0.035173557698726654
1613068036.373779,14,-0.055412884801626205
1613068036.449027,15,-0.055413976311683655
1613068036.520253,16,-0.08279493451118469
1613068036.593528,17,-0.09588036686182022
1613068036.664431,18,-0.06505919247865677
1613068036.737209,19,-0.06398339569568634
1613068036.810608,20,-0.0782514289021492
1613068036.880327,21,-0.0981503576040268
1613068036.950494,22,-0.08666911721229553
1613068037.017628,23,-0.1312548965215683
1613068037.086219,24,-0.14540165662765503
1613068037.154038,25,-0.14808960258960724
1613068037.232137,26,-0.13686975836753845
1613068037.305908,27,-0.1407376229763031
1613068037.382026,28,-0.09402687847614288
1613068037.453451,29,-0.15081748366355896
1613068037.527396,30,-0.11244726181030273
1613068037.597197,31,-0.1015242487192154
1613068037.667907,32,-0.15449672937393188
1613068037.736475,33,-0.16981971263885498
1613068037.808898,34,-0.16158504784107208
1613068037.881122,35,-0.15365169942378998
1613068037.950971,36,-0.14666491746902466
1613068038.022334,37,-0.1332867592573166
1613068038.102032,38,-0.18316945433616638
1613068038.171029,39,-0.10286269336938858
1613068038.240512,40,-0.1516178548336029
1613068038.30943,41,-0.13772918283939362
1613068038.368466,42,-0.12484622001647949
1613068038.425508,43,-0.17729859054088593
1613068038.481679,44,-0.11288698017597198
1613068038.541884,45,-0.1768382489681244
1613068038.598708,46,-0.1147073432803154
1613068038.65599,47,-0.14999118447303772
1613068038.714131,48,-0.19808267056941986
1613068038.777677,49,-0.17275932431221008
1613068038.837206,50,-0.16070331633090973
1613068038.896836,51,-0.19441939890384674
1613068038.956872,52,-0.20799663662910461
1613068039.017252,53,-0.19896525144577026
1613068039.078055,54,-0.21740755438804626
1613068039.13976,55,-0.19578540325164795
1613068039.1919,56,-0.22744983434677124
1613068039.244191,57,-0.21595381200313568
1613068039.296716,58,-0.18987984955310822
1613068039.351975,59,-0.19061021506786346
1613068039.424719,60,-0.2133002132177353
1613068039.483321,61,-0.21648681163787842
1613068039.544001,62,-0.29909735918045044
1613068039.602154,63,-0.2551872730255127
1613068039.661719,64,-0.21087464690208435
1613068039.732227,65,-0.23989152908325195
1613068039.811092,66,-0.12141242623329163
1613068039.884424,67,-0.23152011632919312
1613068039.961288,68,-0.17402471601963043
1613068040.033539,69,-0.14896340668201447
1613068040.104289,70,-0.18406684696674347
1613068040.173659,71,-0.12461836636066437
1613068040.243008,72,-0.15619713068008423
1613068040.309969,73,-0.17981187999248505
1613068040.380606,74,-0.20765788853168488
1613068040.453604,75,-0.1679164469242096
1613068040.52922,76,-0.19142553210258484
1613068040.604337,77,-0.2757241725921631
1613068040.678096,78,-0.22330120205879211
1613068040.751908,79,-0.2555016875267029
1613068040.826739,80,-0.1811358481645584
1613068040.89877,81,-0.14551447331905365
1613068040.973273,82,-0.11327849328517914
1613068041.043018,83,-0.12864254415035248
1613068041.109864,84,-0.1518344283103943
1613068041.176845,85,-0.16603508591651917
1613068041.245369,86,-0.19638626277446747
1613068041.313031,87,-0.1160726323723793
1613068041.386503,88,-0.23137202858924866
1613068041.449049,89,-0.24433469772338867
1613068041.505137,90,-0.2643725275993347
1613068041.560889,91,-0.3077176809310913
1613068041.615539,92,-0.19733914732933044
1613068041.671141,93,-0.2605082392692566
1613068041.734411,94,-0.21637240052223206
1613068041.79941,95,-0.25312936305999756
1613068041.858807,96,-0.33352965116500854
1613068041.91876,97,-0.16530315577983856
1613068041.978316,98,-0.12082307040691376
1613068042.04497,99,-0.19264580309391022
