Wall time,Step,Value
1613067523.787986,0,-8.884648559615016e-05
1613067523.840927,1,-0.00028754997765645385
1613067523.893842,2,0.00023683698964305222
1613067523.947642,3,0.000502213544677943
1613067523.999907,4,-0.0005377965280786157
1613067524.053715,5,-0.0009121040930040181
1613067524.106699,6,0.0004691710346378386
1613067524.159652,7,-5.383618190535344e-05
1613067524.213909,8,-0.002010558033362031
1613067524.266716,9,3.4951939596794546e-05
1613067524.31896,10,-0.0013024733634665608
1613067524.371425,11,-0.0013237097300589085
1613067524.422311,12,-0.0012615519808605313
1613067524.4746,13,9.885695180855691e-05
1613067524.52706,14,-0.0016240179538726807
1613067524.584512,15,0.0007043648511171341
1613067524.637832,16,-0.002212303690612316
1613067524.691365,17,-0.005147719290107489
1613067524.744919,18,-0.006894124671816826
1613067524.803488,19,0.00054044125135988
1613067524.856924,20,0.006001774221658707
1613067524.911471,21,0.0033206355292350054
1613067524.964641,22,-0.006769236177206039
1613067525.018028,23,-0.004830675665289164
1613067525.073793,24,-0.008809659630060196
1613067525.126107,25,-0.007111653219908476
1613067525.1797,26,-0.013119535520672798
1613067525.234038,27,-0.008777844719588757
1613067525.28925,28,-0.00542518449947238
1613067525.345226,29,0.003266113344579935
1613067525.40196,30,-0.0027187862433493137
1613067525.456137,31,-0.005111968610435724
1613067525.508736,32,-0.00034851671080105007
1613067525.561266,33,-0.011877166107296944
1613067525.614299,34,-0.005788484588265419
1613067525.668133,35,-0.003253967734053731
1613067525.721303,36,0.010175943374633789
1613067525.775226,37,-0.01412256807088852
1613067525.828062,38,-0.003944192081689835
1613067525.881512,39,-0.021351123228669167
1613067525.935117,40,-0.012204300612211227
1613067525.988484,41,-0.011806364171206951
1613067526.041332,42,-0.02827397547662258
1613067526.097545,43,-0.02443947270512581
1613067526.150956,44,-0.023416005074977875
1613067526.204006,45,-0.02028197981417179
1613067526.257332,46,-0.02550933137536049
1613067526.310055,47,-0.01923493482172489
1613067526.363056,48,-0.026542721316218376
1613067526.414494,49,-0.012384587898850441
1613067526.467201,50,-0.01593734323978424
1613067526.521677,51,-0.007638720795512199
1613067526.573551,52,0.005637964699417353
1613067526.624773,53,0.0001700420689303428
1613067526.676801,54,-0.0012756320647895336
1613067526.728698,55,-0.019134394824504852
1613067526.78147,56,-0.014715718105435371
1613067526.834447,57,0.0017321944469586015
1613067526.88749,58,-0.022289631888270378
1613067526.93994,59,-0.013356144540011883
1613067526.992468,60,-0.017489878460764885
1613067527.047323,61,-0.009290657937526703
1613067527.101221,62,0.0009168721735477448
1613067527.153817,63,-0.005883879493921995
1613067527.206749,64,-0.004141880664974451
1613067527.26047,65,0.002022884087637067
1613067527.313677,66,0.010247493162751198
1613067527.36694,67,-0.01036829873919487
1613067527.41917,68,-0.010509606450796127
1613067527.471301,69,-0.007355694193392992
1613067527.523889,70,-0.007006242871284485
1613067527.576972,71,-0.01272549107670784
1613067527.629648,72,-0.01904182694852352
1613067527.682197,73,-0.013824930414557457
1613067527.735022,74,-0.005432426929473877
1613067527.788895,75,-0.0067608896642923355
1613067527.842034,76,-0.0038316252175718546
1613067527.896347,77,-0.0059531498700380325
1613067527.948435,78,-0.005323241930454969
1613067528.001429,79,-0.006339989136904478
1613067528.055623,80,0.0003986950614489615
1613067528.108595,81,-0.020561153069138527
1613067528.160296,82,-0.0006455022958107293
1613067528.213379,83,0.003297494724392891
1613067528.269196,84,0.005901448894292116
1613067528.32429,85,-0.010533478111028671
1613067528.382386,86,-0.013126382604241371
1613067528.437503,87,-0.011653299443423748
1613067528.489818,88,-0.0163418035954237
1613067528.542102,89,-0.0028737776447087526
1613067528.594997,90,-0.009913223795592785
1613067528.649261,91,-0.020757971331477165
1613067528.703581,92,-0.008017421700060368
1613067528.757771,93,-0.016323445364832878
1613067528.81162,94,-0.016512230038642883
1613067528.866361,95,-0.016902295872569084
1613067528.91917,96,-0.017767783254384995
1613067528.971913,97,-0.020918158814311028
1613067529.025534,98,-0.012822716496884823
1613067529.081005,99,-0.02471572905778885
