Wall time,Step,Value
1613068270.307757,0,-0.00047800486208871007
1613068270.368943,1,-0.0010257961694151163
1613068270.427033,2,-0.0026276034768670797
1613068270.484119,3,-0.005258211866021156
1613068270.549317,4,-0.0070120603777468204
1613068270.619843,5,-0.010670401155948639
1613068270.712862,6,-0.018512697890400887
1613068270.778466,7,-0.025668246671557426
1613068270.845726,8,-0.030668726190924644
1613068270.914189,9,-0.03244633600115776
1613068270.978172,10,-0.04349741339683533
1613068271.041373,11,-0.06170119345188141
1613068271.10696,12,-0.08404967188835144
1613068271.175022,13,-0.13267038762569427
1613068271.243536,14,-0.13818469643592834
1613068271.319692,15,-0.15595805644989014
1613068271.392361,16,-0.18817463517189026
1613068271.463981,17,-0.2170570194721222
1613068271.535889,18,-0.24606649577617645
1613068271.608069,19,-0.2677038908004761
1613068271.684114,20,-0.2867392301559448
1613068271.758638,21,-0.3122260570526123
1613068271.832415,22,-0.2851371467113495
1613068271.921105,23,-0.3219538629055023
1613068271.997259,24,-0.30339887738227844
1613068272.072554,25,-0.24526435136795044
1613068272.160163,26,-0.29297560453414917
1613068272.250082,27,-0.3829256296157837
1613068272.329829,28,-0.36215704679489136
1613068272.413915,29,-0.33204907178878784
1613068272.501098,30,-0.38047248125076294
1613068272.581453,31,-0.28370144963264465
1613068272.660332,32,-0.37230369448661804
1613068272.74171,33,-0.3373905420303345
1613068272.817131,34,-0.4061463177204132
1613068272.897624,35,-0.3212296962738037
1613068272.974422,36,-0.24084335565567017
1613068273.050771,37,-0.26668813824653625
1613068273.13598,38,-0.33482882380485535
1613068273.221649,39,-0.4214720129966736
1613068273.291109,40,-0.4177685081958771
1613068273.358571,41,-0.28712984919548035
1613068273.423411,42,-0.32995206117630005
1613068273.499345,43,-0.38085705041885376
1613068273.578483,44,-0.3136594891548157
1613068273.665189,45,-0.2861388623714447
1613068273.749742,46,-0.34646251797676086
1613068273.825767,47,-0.2823074460029602
1613068273.888351,48,-0.3250810503959656
1613068273.948975,49,-0.35975101590156555
1613068274.006662,50,-0.31174346804618835
1613068274.064294,51,-0.3462182879447937
1613068274.136635,52,-0.3196273446083069
1613068274.21471,53,-0.3617939352989197
1613068274.292916,54,-0.3568669557571411
1613068274.378841,55,-0.4156152307987213
1613068274.453675,56,-0.405569463968277
1613068274.516458,57,-0.44589293003082275
1613068274.604024,58,-0.4745015799999237
1613068274.670254,59,-0.36400336027145386
1613068274.745894,60,-0.41455021500587463
1613068274.842016,61,-0.3737615942955017
1613068274.913512,62,-0.40025243163108826
1613068274.987535,63,-0.4459712505340576
1613068275.062057,64,-0.49102553725242615
1613068275.138795,65,-0.4420127868652344
1613068275.213688,66,-0.4025943875312805
1613068275.291463,67,-0.43832528591156006
1613068275.376291,68,-0.4517389237880707
1613068275.449515,69,-0.39235466718673706
1613068275.533074,70,-0.3404264450073242
1613068275.612994,71,-0.3005702495574951
1613068275.684039,72,-0.4550665020942688
1613068275.765402,73,-0.31867948174476624
1613068275.844657,74,-0.3566971719264984
1613068275.913318,75,-0.2986897826194763
1613068275.985506,76,-0.30418679118156433
1613068276.054842,77,-0.373609721660614
1613068276.117372,78,-0.4163548946380615
1613068276.174142,79,-0.4108521640300751
1613068276.230179,80,-0.3613118827342987
1613068276.284146,81,-0.34043416380882263
1613068276.361714,82,-0.37574997544288635
1613068276.433695,83,-0.40267494320869446
1613068276.507067,84,-0.42997410893440247
1613068276.580612,85,-0.38886040449142456
1613068276.65389,86,-0.42101427912712097
1613068276.731316,87,-0.4266095757484436
1613068276.810887,88,-0.46914854645729065
1613068276.879179,89,-0.3447713553905487
1613068276.948184,90,-0.5329939126968384
1613068277.017454,91,-0.35420456528663635
1613068277.086166,92,-0.3218695819377899
1613068277.156252,93,-0.3582597076892853
1613068277.234369,94,-0.36125922203063965
1613068277.301945,95,-0.4001709222793579
1613068277.380081,96,-0.4928033947944641
1613068277.4364,97,-0.26523348689079285
1613068277.492214,98,-0.28838786482810974
1613068277.557105,99,-0.2930110692977905
